Codigo_Item,Descripcion_Item
W306,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W307,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN GRANJA
W308,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN OTRO LUGAR ESPECIFICADO
W309,CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN LUGAR NO ESPECIFICADO
W310,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN VIVIENDA
W311,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN INSTITUCION RESIDE
W312,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN ESCUELAS, OTRAS IN
W313,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN AREAS DE DEPORTE Y
W314,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN CALLES Y CARRETERA
W315,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN COMERCIO Y AREA DE
W316,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN AREA INDUSTRIAL Y
W317,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN GRANJA
W318,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN OTRO LUGAR ESPECIF
W319,CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, EN LUGAR NO ESPECIFIC
W320,DISPARO DE ARMA CORTA, EN VIVIENDA
W321,DISPARO DE ARMA CORTA, EN INSTITUCION RESIDENCIAL
W322,DISPARO DE ARMA CORTA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W323,DISPARO DE ARMA CORTA, EN AREAS DE DEPORTE Y ATLETISMO
W324,DISPARO DE ARMA CORTA, EN CALLES Y CARRETERAS
W325,DISPARO DE ARMA CORTA, EN COMERCIO Y AREA DE SERVICIOS
W326,DISPARO DE ARMA CORTA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W327,DISPARO DE ARMA CORTA, EN GRANJA
W328,DISPARO DE ARMA CORTA, EN OTRO LUGAR ESPECIFICADO
W329,DISPARO DE ARMA CORTA, EN LUGAR NO ESPECIFICADO
W330,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN VIVIENDA
W331,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN INSTITUCION RESIDENCIAL
W332,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINI
W333,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN AREAS DE DEPORTE Y ATLETISMO
W334,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN CALLES Y CARRETERAS
W335,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN COMERCIO Y AREA DE SERVICIOS
W336,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W337,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN GRANJA
W338,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN OTRO LUGAR ESPECIFICADO
W339,DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, EN LUGAR NO ESPECIFICADO
W340,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN VIVIENDA
W341,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN INSTITUCION RESIDENCIAL
W342,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN ESCUELAS, OTRAS INSTITUCIONE
W343,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN AREAS DE DEPORTE Y ATLETISMO
W344,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN CALLES Y CARRETERAS
W345,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN COMERCIO Y AREA DE SERVICIOS
W346,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN AREA INDUSTRIAL Y DE LA CONS
W347,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN GRANJA
W348,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN OTRO LUGAR ESPECIFICADO
W349,DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, EN LUGAR NO ESPECIFICADO
W350,EXPLOSION Y ROTURA DE CALDERA, EN VIVIENDA
W351,EXPLOSION Y ROTURA DE CALDERA, EN INSTITUCION RESIDENCIAL
W352,EXPLOSION Y ROTURA DE CALDERA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS
W353,EXPLOSION Y ROTURA DE CALDERA, EN AREAS DE DEPORTE Y ATLETISMO
W354,EXPLOSION Y ROTURA DE CALDERA, EN CALLES Y CARRETERAS
W355,EXPLOSION Y ROTURA DE CALDERA, EN COMERCIO Y AREA DE SERVICIOS
W356,EXPLOSION Y ROTURA DE CALDERA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W357,EXPLOSION Y ROTURA DE CALDERA, EN GRANJA
W358,EXPLOSION Y ROTURA DE CALDERA, EN OTRO LUGAR ESPECIFICADO
W359,EXPLOSION Y ROTURA DE CALDERA, EN LUGAR NO ESPECIFICADO
W360,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN VIVIENDA
W361,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN INSTITUCION RESIDENCIAL
W362,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINIS
W363,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN AREAS DE DEPORTE Y ATLETISMO
W364,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN CALLES Y CARRETERAS
W365,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN COMERCIO Y AREA DE SERVICIOS
W366,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W367,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN GRANJA
W368,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN OTRO LUGAR ESPECIFICADO
W369,EXPLOSION Y ROTURA DE CILINDRO CON GAS, EN LUGAR NO ESPECIFICADO
W370,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN VIVIENDA
W371,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN INSTITUCION RES
W372,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN ESCUELAS, OTRAS
W373,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN AREAS DE DEPORT
W374,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN CALLES Y CARRET
W375,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN COMERCIO Y AREA
W376,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN AREA INDUSTRIAL
W377,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN GRANJA
W378,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN OTRO LUGAR ESPE
W379,EXPLOSION Y ROTURA DE NEUMATICO, TUBO O MANGUERA DE GOMA PRESURIZADA, EN LUGAR NO ESPECI
W380,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN VIVIENDA
W381,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN INSTITUCION RESI
W382,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN ESCUELAS, OTRAS
W383,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN AREAS DE DEPORTE
W384,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN CALLES Y CARRETE
W385,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN COMERCIO Y AREA
W386,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN AREA INDUSTRIAL
W387,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN GRANJA
W388,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN OTRO LUGAR ESPEC
W389,EXPLOSION Y ROTURA DE OTROS DISPOSITIVOS PRESURIZADOS ESPECIFICADOS, EN LUGAR NO ESPECIF
W390,EXPLOSION DE FUEGOS ARTIFICIALES, EN VIVIENDA
W391,EXPLOSION DE FUEGOS ARTIFICIALES, EN INSTITUCION RESIDENCIAL
W392,EXPLOSION DE FUEGOS ARTIFICIALES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIV
W393,EXPLOSION DE FUEGOS ARTIFICIALES, EN AREAS DE DEPORTE Y ATLETISMO
W394,EXPLOSION DE FUEGOS ARTIFICIALES, EN CALLES Y CARRETERAS
W395,EXPLOSION DE FUEGOS ARTIFICIALES, EN COMERCIO Y AREA DE SERVICIOS
W396,EXPLOSION DE FUEGOS ARTIFICIALES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W397,EXPLOSION DE FUEGOS ARTIFICIALES, EN GRANJA
W398,EXPLOSION DE FUEGOS ARTIFICIALES, EN OTRO LUGAR ESPECIFICADO
W399,EXPLOSION DE FUEGOS ARTIFICIALES, EN LUGAR NO ESPECIFICADO
W400,EXPLOSION DE OTROS MATERIALES, EN VIVIENDA
W401,EXPLOSION DE OTROS MATERIALES, EN INSTITUCION RESIDENCIAL
W402,EXPLOSION DE OTROS MATERIALES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS
W403,EXPLOSION DE OTROS MATERIALES, EN AREAS DE DEPORTE Y ATLETISMO
W404,EXPLOSION DE OTROS MATERIALES, EN CALLES Y CARRETERAS
W405,EXPLOSION DE OTROS MATERIALES, EN COMERCIO Y AREA DE SERVICIOS
W406,EXPLOSION DE OTROS MATERIALES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W407,EXPLOSION DE OTROS MATERIALES, EN GRANJA
W408,EXPLOSION DE OTROS MATERIALES, EN OTRO LUGAR ESPECIFICADO
W409,EXPLOSION DE OTROS MATERIALES, EN LUGAR NO ESPECIFICADO
W410,EXPOSICION A CHORRO DE ALTA PRESION, EN VIVIENDA
W411,EXPOSICION A CHORRO DE ALTA PRESION, EN INSTITUCION RESIDENCIAL
W412,EXPOSICION A CHORRO DE ALTA PRESION, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRA
W413,EXPOSICION A CHORRO DE ALTA PRESION, EN AREAS DE DEPORTE Y ATLETISMO
W414,EXPOSICION A CHORRO DE ALTA PRESION, EN CALLES Y CARRETERAS
W415,EXPOSICION A CHORRO DE ALTA PRESION, EN COMERCIO Y AREA DE SERVICIOS
W416,EXPOSICION A CHORRO DE ALTA PRESION, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W417,EXPOSICION A CHORRO DE ALTA PRESION, EN GRANJA
W418,EXPOSICION A CHORRO DE ALTA PRESION, EN OTRO LUGAR ESPECIFICADO
W419,EXPOSICION A CHORRO DE ALTA PRESION, EN LUGAR NO ESPECIFICADO
W420,EXPOSICION AL RUIDO, EN VIVIENDA
W421,EXPOSICION AL RUIDO, EN INSTITUCION RESIDENCIAL
W422,EXPOSICION AL RUIDO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W423,EXPOSICION AL RUIDO, EN AREAS DE DEPORTE Y ATLETISMO
W424,EXPOSICION AL RUIDO, EN CALLES Y CARRETERAS
W425,EXPOSICION AL RUIDO, EN COMERCIO Y AREA DE SERVICIOS
W426,EXPOSICION AL RUIDO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W427,EXPOSICION AL RUIDO, EN GRANJA
W428,EXPOSICION AL RUIDO, EN OTRO LUGAR ESPECIFICADO
W429,EXPOSICION AL RUIDO, EN LUGAR NO ESPECIFICADO
W430,EXPOSICION A VIBRACIONES, EN VIVIENDA
W431,EXPOSICION A VIBRACIONES, EN INSTITUCION RESIDENCIAL
W432,EXPOSICION A VIBRACIONES, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLI
W433,EXPOSICION A VIBRACIONES, EN AREAS DE DEPORTE Y ATLETISMO
W434,EXPOSICION A VIBRACIONES, EN CALLES Y CARRETERAS
W435,EXPOSICION A VIBRACIONES, EN COMERCIO Y AREA DE SERVICIOS
W436,EXPOSICION A VIBRACIONES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W437,EXPOSICION A VIBRACIONES, EN GRANJA
W438,EXPOSICION A VIBRACIONES, EN OTRO LUGAR ESPECIFICADO
W439,EXPOSICION A VIBRACIONES, EN LUGAR NO ESPECIFICADO
W440,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN VIVIENDA
W441,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN INSTITUCION RESIDENCIAL
W442,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN ESCUELAS, OTRAS INSTITUCION
W443,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN AREAS DE DEPORTE Y ATLETISM
W444,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN CALLES Y CARRETERAS
W445,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN COMERCIO Y AREA DE SERVICIO
W446,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN AREA INDUSTRIAL Y DE LA CON
W447,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN GRANJA
W448,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN OTRO LUGAR ESPECIFICADO
W449,CUERPO EXTRANO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN LUGAR NO ESPECIFICADO
W450,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN VIVIENDA
W451,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN INSTITUCION RESIDENCIAL
W452,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS
W453,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN AREAS DE DEPORTE Y ATLETISMO
W454,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN CALLES Y CARRETERAS
W455,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN COMERCIO Y AREA DE SERVICIOS
W456,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W457,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN GRANJA
W458,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN OTRO LUGAR ESPECIFICADO
W459,CUERPO EXTRANO QUE PENETRA A TRAVES DE LA PIEL, EN LUGAR NO ESPECIFICADO
W460,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, VIVIENDA
W461,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, INSTITUCIÓN RESIDENCIAL
W462,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS
W463,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, ÁREAS DE DEPORTE Y ATLETISMO
W464,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, CALLES Y CARRETERAS
W465,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, COMERCIO Y ÁREA DE SERVICIOS
W466,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN
W467,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, GRANJA
W468,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, OTRO LUGAR ESPECIFICADO
W469,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA, LUGAR NO ESPECIFICADO
W46X,CONTACTO TRAUMÁTICO CON AGUJA HIPODÉRMICA
W490,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN VIVIENDA
W491,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN INSTITUCION
W492,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN ESCUELAS, OT
W493,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN AREAS DE DEP
W494,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN CALLES Y CAR
W495,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN COMERCIO Y A
W496,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN AREA INDUSTR
W497,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN GRANJA
W498,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN OTRO LUGAR E
W499,EXPOSICION A OTRAS FUERZAS MECANICAS INANIMADAS, Y LAS NO ESPECIFICADAS, EN LUGAR NO ESP
W500,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN V
W501,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN I
W502,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN E
W503,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN A
W504,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN C
W505,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN C
W506,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN A
W507,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN G
W508,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN O
W509,APORREO, GOLPE, MORDEDURA, PATADA, RASGUNO O TORCEDURA INFLIGIDOS POR OTRA PERSONA, EN L
W510,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN VIVIENDA
W511,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN INSTITUCION RESIDENCIAL
W512,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINIST
W513,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN AREAS DE DEPORTE Y ATLETISMO
W514,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN CALLES Y CARRETERAS
W515,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN COMERCIO Y AREA DE SERVICIOS
W516,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W517,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN GRANJA
W518,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN OTRO LUGAR ESPECIFICADO
W519,CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN LUGAR NO ESPECIFICADO
W520,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN VIVIENDA
W521,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN INSTITUC
W522,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN ESCUELAS
W523,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN AREAS DE
W524,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN CALLES Y
W525,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN COMERCIO
W526,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN AREA IND
W527,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN GRANJA
W528,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN OTRO LUG
W529,PERSONA APLASTADA, EMPUJADA O PISOTEADA POR UNA MULTITUD O ESTAMPIDA HUMANA, EN LUGAR NO
W530,MORDEDURA DE RATA, EN VIVIENDA
W531,MORDEDURA DE RATA, EN INSTITUCION RESIDENCIAL
W532,MORDEDURA DE RATA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS
W533,MORDEDURA DE RATA, EN AREAS DE DEPORTE Y ATLETISMO
W534,MORDEDURA DE RATA, EN CALLES Y CARRETERAS
W535,MORDEDURA DE RATA, EN COMERCIO Y AREA DE SERVICIOS
W536,MORDEDURA DE RATA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W537,MORDEDURA DE RATA, EN GRANJA
W538,MORDEDURA DE RATA, EN OTRO LUGAR ESPECIFICADO
W539,MORDEDURA DE RATA, EN LUGAR NO ESPECIFICADO
W540,MORDEDURA O ATAQUE DE PERRO, EN VIVIENDA
W541,MORDEDURA O ATAQUE DE PERRO, EN INSTITUCION RESIDENCIAL
W542,MORDEDURA O ATAQUE DE PERRO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PU
W543,MORDEDURA O ATAQUE DE PERRO, EN AREAS DE DEPORTE Y ATLETISMO
W544,MORDEDURA O ATAQUE DE PERRO, EN CALLES Y CARRETERAS
W545,MORDEDURA O ATAQUE DE PERRO, EN COMERCIO Y AREA DE SERVICIOS
W546,MORDEDURA O ATAQUE DE PERRO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W547,MORDEDURA O ATAQUE DE PERRO, EN GRANJA
W548,MORDEDURA O ATAQUE DE PERRO, EN OTRO LUGAR ESPECIFICADO
W549,MORDEDURA O ATAQUE DE PERRO, EN LUGAR NO ESPECIFICADO
W550,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN VIVIENDA
W551,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN INSTITUCION RESIDENCIAL
W552,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINIST
W553,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN AREAS DE DEPORTE Y ATLETISMO
W554,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN CALLES Y CARRETERAS
W555,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN COMERCIO Y AREA DE SERVICIOS
W556,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W557,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN GRANJA
W558,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN OTRO LUGAR ESPECIFICADO
W559,MORDEDURA O ATAQUE DE OTROS MAMIFEROS, EN LUGAR NO ESPECIFICADO
W5591,PERSONA MORDIDA POR MURCIELAGO EN LUGAR NO ESPECIFICADO
W560,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN VIVIENDA
W561,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN INSTITUCION RESIDENCIAL
W562,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMIN
W563,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN AREAS DE DEPORTE Y ATLETISMO
W564,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN CALLES Y CARRETERAS
W565,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN COMERCIO Y AREA DE SERVICIOS
W566,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION
W567,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN GRANJA
W568,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN OTRO LUGAR ESPECIFICADO
W569,CONTACTO TRAUMATICO CON ANIMALES MARINOS, EN LUGAR NO ESPECIFICADO
W570,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN VIVIENDA
W571,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN INSTITUCION RESIDEN
W572,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN ESCUELAS, OTRAS INS
W573,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN AREAS DE DEPORTE Y
W574,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN CALLES Y CARRETERAS
W575,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN COMERCIO Y AREA DE
W576,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN AREA INDUSTRIAL Y D
W577,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN GRANJA
W578,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN OTRO LUGAR ESPECIFI
W579,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS, EN LUGAR NO ESPECIFICA
W580,MORDEDURA O ATAQUE DE COCODRILO O CAIMAN, EN VIVIENDA
